RCP,city,year,value
85,Barcelona,2059,30.7648296356201
85,Barcelona,2060,30.9575824737549
85,Barcelona,2061,31.8809013366699
85,Barcelona,2062,32.6459121704102
85,Barcelona,2063,34.3859977722168
85,Barcelona,2064,35.1147155761719
85,Barcelona,2065,35.7405891418457
85,Barcelona,2066,36.343147277832
85,Barcelona,2067,36.6414947509766
85,Barcelona,2068,37.6249389648438
85,Barcelona,2069,38.0784912109375
85,Barcelona,2070,38.3635673522949
85,Barcelona,2071,38.9333534240723
85,Barcelona,2072,39.5595893859863
85,Barcelona,2073,40.0174026489258
85,Barcelona,2074,41.0756454467773
85,Barcelona,2075,42.2644691467285
85,Barcelona,2076,42.954158782959
85,Barcelona,2077,44.0008850097656
85,Barcelona,2078,45.1244735717773
85,Barcelona,2079,46.2955551147461
85,Barcelona,2080,47.171745300293
85,Barcelona,2081,47.3198890686035
85,Barcelona,2082,47.9093437194824
85,Barcelona,2083,49.2917175292969
85,Barcelona,2084,50.2519187927246
85,Barcelona,2085,50.6319885253906
85,Budapest,1986,3.6646146774292
85,Budapest,1987,3.78641104698181
85,Budapest,1988,4.03211688995361
85,Budapest,1989,3.91693735122681
85,Budapest,1990,3.98500657081604
85,Budapest,1991,4.31295490264893
85,Budapest,1992,4.47597932815552
85,Budapest,1993,4.38672113418579
85,Budapest,1994,4.68781185150146
85,Budapest,1995,4.61513614654541
85,Budapest,1996,4.73636722564697
85,Budapest,1997,4.88360404968262
85,Budapest,1998,4.95847702026367
85,Budapest,1999,4.98224353790283
85,Budapest,2000,5.17692708969116
85,Budapest,2001,5.69241809844971
85,Budapest,2002,5.87325811386108
85,Budapest,2003,6.14606094360352
85,Budapest,2004,6.28996706008911
85,Budapest,2005,6.58092355728149
85,Budapest,2006,6.84788465499878
85,Budapest,2007,6.98806381225586
85,Budapest,2008,7.14945650100708
85,Budapest,2009,7.34861946105957
85,Budapest,2010,7.56396770477295
85,Budapest,2011,7.79047298431396
85,Budapest,2012,8.04459762573242
85,Budapest,2013,8.40353965759277
85,Budapest,2014,8.68205451965332
85,Budapest,2015,8.9323673248291
85,Budapest,2016,8.86582660675049
85,Budapest,2017,8.97183609008789
85,Budapest,2018,9.17723560333252
85,Budapest,2019,9.46798038482666
85,Budapest,2020,9.79289627075195
85,Budapest,2021,9.97797012329102
85,Budapest,2022,10.2215633392334
85,Budapest,2023,10.4977970123291
85,Budapest,2024,10.2922267913818
85,Budapest,2025,10.6154251098633
85,Budapest,2026,10.7348127365112
85,Budapest,2027,10.8423089981079
85,Budapest,2028,11.406210899353
85,Budapest,2029,11.7449016571045
85,Budapest,2030,12.0811672210693
85,Budapest,2031,12.066029548645
85,Budapest,2032,12.483998298645
85,Budapest,2033,12.4718532562256
85,Budapest,2034,12.5066318511963
85,Budapest,2035,12.7165126800537
85,Budapest,2036,12.8909044265747
85,Budapest,2037,13.3426456451416
85,Budapest,2038,13.6458492279053
85,Budapest,2039,13.9301462173462
85,Budapest,2040,14.3166399002075
85,Budapest,2041,15.1629972457886
85,Budapest,2042,15.6474618911743
85,Budapest,2043,16.0687351226807
85,Budapest,2044,16.1281585693359
85,Budapest,2045,16.4556102752686
85,Budapest,2046,17.0594635009766
85,Budapest,2047,17.4622268676758
85,Budapest,2048,17.6378364562988
85,Budapest,2049,18.0016975402832
85,Budapest,2050,18.3597164154053
85,Budapest,2051,18.4545879364014
85,Budapest,2052,18.6993732452393
85,Budapest,2053,18.8842792510986
85,Budapest,2054,19.9794616699219
85,Budapest,2055,20.4349040985107
85,Budapest,2056,21.2730121612549
85,Budapest,2057,22.0065994262695
85,Budapest,2058,22.0712985992432
85,Budapest,2059,22.2484378814697
85,Budapest,2060,22.5899353027344
85,Budapest,2061,23.197135925293
85,Budapest,2062,23.7710437774658
85,Budapest,2063,24.8123149871826
85,Budapest,2064,25.7004814147949
85,Budapest,2065,26.6078929901123
85,Budapest,2066,27.2398242950439
85,Budapest,2067,27.7420215606689
85,Budapest,2068,28.259838104248
85,Budapest,2069,29.201208114624
85,Budapest,2070,29.7249317169189
85,Budapest,2071,29.7472515106201
85,Budapest,2072,30.1708908081055
85,Budapest,2073,30.5502014160156
85,Budapest,2074,31.1556434631348
85,Budapest,2075,32.1614418029785
85,Budapest,2076,33.1483764648438
85,Budapest,2077,33.9464912414551
85,Budapest,2078,34.436840057373
85,Budapest,2079,35.2715759277344
85,Budapest,2080,35.8856468200684
85,Budapest,2081,36.7966194152832
85,Budapest,2082,37.7756996154785
85,Budapest,2083,38.5980377197266
85,Budapest,2084,38.951847076416
85,Budapest,2085,39.5813102722168
85,London,1986,3.40300273895264
85,London,1987,3.61123061180115
85,London,1988,3.82390785217285
85,London,1989,3.86985111236572
85,London,1990,4.09460210800171
85,London,1991,4.10311698913574
85,London,1992,4.17163515090942
85,London,1993,4.3426456451416
85,London,1994,4.4571738243103
85,London,1995,4.69043970108032
85,London,1996,4.97360038757324
85,London,1997,5.13620138168335
85,London,1998,5.13605785369873
85,London,1999,5.3487057685852
85,London,2000,5.68802356719971
85,London,2001,5.93201017379761
85,London,2002,6.11972522735596
85,London,2003,6.11213874816895
85,London,2004,6.249596118927
85,London,2005,6.42249584197998
85,London,2006,6.41840076446533
85,London,2007,6.64183664321899
85,London,2008,6.77905416488647
85,London,2009,6.73567962646484
85,London,2010,6.74419450759888
85,London,2011,7.03811359405518
85,London,2012,7.10253667831421
85,London,2013,7.35214424133301
85,London,2014,7.30602836608887
85,London,2015,7.2893238067627
85,London,2016,7.34573841094971
85,London,2017,7.18551588058472
85,London,2018,7.33106660842896
85,London,2019,7.62009716033936
85,London,2020,7.48077964782715
85,London,2021,7.35567426681519
85,London,2022,7.49723529815674
85,London,2023,7.47169971466064
85,London,2024,7.42159414291382
85,London,2025,7.29017925262451
85,London,2026,7.16920709609985
85,London,2027,7.23310279846191
85,London,2028,7.71184349060059
85,London,2029,7.71824932098389
85,London,2030,7.73502159118652
85,London,2031,7.67223882675171
85,London,2032,7.72402286529541
85,London,2033,7.74268436431885
85,London,2034,7.81348419189453
85,London,2035,7.98798608779907
85,London,2036,8.71484661102295
85,London,2037,8.65644550323486
85,London,2038,8.73564624786377
85,London,2039,9.02706336975098
85,London,2040,9.51217174530029
85,London,2041,10.0166883468628
85,London,2042,10.5432529449463
85,London,2043,11.2352066040039
85,London,2044,11.7206783294678
85,London,2045,11.9225292205811
85,London,2046,12.6002416610718
85,London,2047,13.2685871124268
85,London,2048,13.3191900253296
85,London,2049,13.8259973526001
85,London,2050,14.3114395141602
85,London,2051,14.6554174423218
85,London,2052,15.3408889770508
85,London,2053,15.7226963043213
85,London,2054,16.1960182189941
85,London,2055,16.6689548492432
85,London,2056,17.317066192627
85,London,2057,17.8966960906982
85,London,2058,17.9034652709961
85,London,2059,18.6006660461426
85,London,2060,18.6905860900879
85,London,2061,19.3158740997314
85,London,2062,19.844690322876
85,London,2063,20.7864627838135
85,London,2064,21.1154899597168
85,London,2065,21.5036659240723
85,London,2066,21.6934795379639
85,London,2067,22.335319519043
85,London,2068,23.2980346679688
85,London,2069,23.6632137298584
85,London,2070,23.619800567627
85,London,2071,23.6377830505371
85,London,2072,24.1425189971924
85,London,2073,24.3320484161377
85,London,2074,24.7532024383545
85,London,2075,25.7385292053223
85,London,2076,25.8063011169434
85,London,2077,26.2106456756592
85,London,2078,27.0165920257568
85,London,2079,27.6825103759766
85,London,2080,28.4723930358887
85,London,2081,28.9639930725098
85,London,2082,28.9263153076172
85,London,2083,29.7658824920654
85,London,2084,30.6074810028076
85,London,2085,31.3472213745117
85,Milan,1986,3.37965607643127
85,Milan,1987,3.49795508384705
85,Milan,1988,3.61394929885864
85,Milan,1989,3.44838118553162
85,Milan,1990,3.4022319316864
85,Milan,1991,3.59660077095032
85,Milan,1992,3.74602627754211
85,Milan,1993,3.89178085327148
85,Milan,1994,4.29171180725098
85,Milan,1995,4.56261444091797
85,Milan,1996,4.70283603668213
85,Milan,1997,4.82243204116821
85,Milan,1998,5.06653261184692
85,Milan,1999,5.21120738983154
85,Milan,2000,5.58608770370483
85,Milan,2001,6.12525129318237
85,Milan,2002,6.22911214828491
85,Milan,2003,6.45210409164429
85,Milan,2004,6.64770078659058
85,Milan,2005,6.97687673568726
85,Milan,2006,7.22841119766235
85,Milan,2007,7.29815530776978
85,Milan,2008,7.7099232673645
85,Milan,2009,7.95422267913818
85,Milan,2010,8.19333553314209
85,Milan,2011,8.81856346130371
85,Milan,2012,9.08203220367432
85,Milan,2013,9.75571632385254
85,Milan,2014,10.1098232269287
85,Milan,2015,10.33274269104
85,Milan,2016,10.4021215438843
85,Milan,2017,10.6455583572388
85,Milan,2018,11.2166795730591
85,Milan,2019,11.7381753921509
85,Milan,2020,12.0887784957886
85,Milan,2021,12.4410638809204
85,Milan,2022,12.8322353363037
85,Milan,2023,13.1318883895874
85,Milan,2024,12.9288892745972
85,Milan,2025,13.2036123275757
85,Milan,2026,13.658839225769
85,Milan,2027,14.1415786743164
85,Milan,2028,14.8936176300049
85,Milan,2029,15.5213193893433
85,Milan,2030,16.2182922363281
85,Milan,2031,16.7331485748291
85,Milan,2032,17.3166980743408
85,Milan,2033,17.4593448638916
85,Milan,2034,17.9968738555908
85,Milan,2035,18.5187358856201
85,Milan,2036,19.3890266418457
85,Milan,2037,20.5890083312988
85,Milan,2038,21.1739730834961
85,Milan,2039,21.9556045532227
85,Milan,2040,22.8251323699951
85,Milan,2041,23.6210060119629
85,Milan,2042,24.8222160339355
85,Milan,2043,25.4492454528809
85,Milan,2044,26.1084213256836
85,Milan,2045,27.0403118133545
85,Milan,2046,28.3444194793701
85,Milan,2047,29.2756061553955
85,Milan,2048,29.7389068603516
85,Milan,2049,30.6184215545654
85,Milan,2050,31.4241142272949
85,Milan,2051,32.5599021911621
85,Milan,2052,33.4428405761719
85,Milan,2053,34.1981773376465
85,Milan,2054,35.816951751709
85,Milan,2055,37.1322822570801
85,Milan,2056,38.2043838500977
85,Milan,2057,39.1746215820312
85,Milan,2058,39.7654190063477
85,Milan,2059,40.538745880127
85,Milan,2060,41.1852416992188
85,Milan,2061,42.0087661743164
85,Milan,2062,43.1539497375488
85,Milan,2063,44.7233085632324
85,Milan,2064,45.7566299438477
85,Milan,2065,46.9017219543457
85,Milan,2066,47.4171714782715
85,Milan,2067,48.0024566650391
85,Milan,2068,49.1373634338379
85,Milan,2069,50.0859870910645
85,Milan,2070,50.581901550293
85,Milan,2071,51.0233383178711
85,Milan,2072,51.668529510498
85,Milan,2073,52.5126991271973
85,Milan,2074,53.3537139892578
85,Milan,2075,54.4947547912598
85,Milan,2076,55.3047714233398
85,Milan,2077,56.3972206115723
85,Milan,2078,57.3376579284668
85,Milan,2079,58.5916862487793
85,Milan,2080,59.7855987548828
85,Milan,2081,60.3427047729492
85,Milan,2082,61.2989120483398
85,Milan,2083,62.3508605957031
85,Milan,2084,62.8578681945801
85,Milan,2085,63.4262886047363
85,Munich,1986,2.54558110237122
85,Munich,1987,2.58740901947021
85,Munich,1988,2.66594886779785
85,Munich,1989,2.6106960773468
85,Munich,1990,2.68762731552124
85,Munich,1991,2.90121340751648
85,Munich,1992,3.00040912628174
85,Munich,1993,3.06037378311157
85,Munich,1994,3.36466073989868
85,Munich,1995,3.42792439460754
85,Munich,1996,3.57280850410461
85,Munich,1997,3.67532587051392
85,Munich,1998,3.71356678009033
85,Munich,1999,3.70968198776245
85,Munich,2000,3.91002678871155
85,Munich,2001,4.23301410675049
85,Munich,2002,4.32604885101318
85,Munich,2003,4.47719812393188
85,Munich,2004,4.59410572052002
85,Munich,2005,4.82834720611572
85,Munich,2006,4.87619781494141
85,Munich,2007,5.03006029129028
85,Munich,2008,5.25238180160522
85,Munich,2009,5.1874852180481
85,Munich,2010,5.23692178726196
85,Munich,2011,5.65077304840088
85,Munich,2012,5.87253141403198
85,Munich,2013,6.24251937866211
85,Munich,2014,6.38322067260742
85,Munich,2015,6.56899118423462
85,Munich,2016,6.61979579925537
85,Munich,2017,6.74964618682861
85,Munich,2018,7.07694482803345
85,Munich,2019,7.45518493652344
85,Munich,2020,7.58829975128174
85,Munich,2021,7.70075941085815
85,Munich,2022,7.86549472808838
85,Munich,2023,7.86935710906982
85,Munich,2024,7.6973352432251
85,Munich,2025,7.89727830886841
85,Munich,2026,7.95879602432251
85,Munich,2027,7.98693370819092
85,Munich,2028,8.44895648956299
85,Munich,2029,8.76361179351807
85,Munich,2030,9.11200332641602
85,Munich,2031,9.08652114868164
85,Munich,2032,9.30302715301514
85,Munich,2033,9.21037197113037
85,Munich,2034,9.28084373474121
85,Munich,2035,9.31441783905029
85,Munich,2036,9.71600437164307
85,Munich,2037,10.1648998260498
85,Munich,2038,10.3233947753906
85,Munich,2039,10.6487398147583
85,Munich,2040,11.0655326843262
85,Munich,2041,11.6155309677124
85,Munich,2042,12.0783357620239
85,Munich,2043,12.4733467102051
85,Munich,2044,12.7360467910767
85,Munich,2045,13.0020685195923
85,Munich,2046,13.4324817657471
85,Munich,2047,13.6904926300049
85,Munich,2048,13.7475728988647
85,Munich,2049,14.0178833007812
85,Munich,2050,14.2813653945923
85,Munich,2051,14.4687452316284
85,Munich,2052,14.755802154541
85,Munich,2053,15.0747451782227
85,Munich,2054,15.9086647033691
85,Munich,2055,16.345157623291
85,Munich,2056,16.9567317962646
85,Munich,2057,17.6653289794922
85,Munich,2058,17.6506729125977
85,Munich,2059,17.933521270752
85,Munich,2060,18.163911819458
85,Munich,2061,18.7374401092529
85,Munich,2062,19.3178539276123
85,Munich,2063,20.3313579559326
85,Munich,2064,20.7163009643555
85,Munich,2065,21.4506225585938
85,Munich,2066,21.7991733551025
85,Munich,2067,21.9274711608887
85,Munich,2068,22.3026561737061
85,Munich,2069,22.9547710418701
85,Munich,2070,23.2227573394775
85,Munich,2071,23.2626323699951
85,Munich,2072,23.399528503418
85,Munich,2073,23.4192295074463
85,Munich,2074,23.5780467987061
85,Munich,2075,24.4217491149902
85,Munich,2076,24.9985885620117
85,Munich,2077,25.669059753418
85,Munich,2078,25.9895553588867
85,Munich,2079,26.5475654602051
85,Munich,2080,27.1183605194092
85,Munich,2081,27.5972442626953
85,Munich,2082,28.1893138885498
85,Munich,2083,28.487060546875
85,Munich,2084,28.6383457183838
85,Munich,2085,28.912036895752
85,Paris,1986,3.97622585296631
85,Paris,1987,4.09684181213379
85,Paris,1988,4.29570150375366
85,Paris,1989,4.24684190750122
85,Paris,1990,4.38060998916626
85,Paris,1991,4.50991630554199
85,Paris,1992,4.62342500686646
85,Paris,1993,4.85027170181274
85,Paris,1994,5.03228569030762
85,Paris,1995,5.21641063690186
85,Paris,1996,5.39141082763672
85,Paris,1997,5.46658134460449
85,Paris,1998,5.42693185806274
85,Paris,1999,5.48745346069336
85,Paris,2000,5.79140281677246
85,Paris,2001,6.10096979141235
85,Paris,2002,6.22947692871094
85,Paris,2003,6.08123064041138
85,Paris,2004,6.11210441589355
85,Paris,2005,6.29754829406738
85,Paris,2006,6.32964754104614
85,Paris,2007,6.35193204879761
85,Paris,2008,6.51149129867554
85,Paris,2009,6.34999990463257
85,Paris,2010,6.44719886779785
85,Paris,2011,6.76263952255249
85,Paris,2012,6.76194143295288
85,Paris,2013,7.10562515258789
85,Paris,2014,7.15211820602417
85,Paris,2015,7.06825733184814
85,Paris,2016,7.16132831573486
85,Paris,2017,6.98439645767212
85,Paris,2018,7.26729536056519
85,Paris,2019,7.58352756500244
85,Paris,2020,7.54458427429199
85,Paris,2021,7.41527795791626
85,Paris,2022,7.57544994354248
85,Paris,2023,7.48220062255859
85,Paris,2024,7.31009483337402
85,Paris,2025,7.32939147949219
85,Paris,2026,7.23711204528809
85,Paris,2027,7.35342931747437
85,Paris,2028,7.75422096252441
85,Paris,2029,7.83659219741821
85,Paris,2030,7.89431238174438
85,Paris,2031,7.91668224334717
85,Paris,2032,8.01001739501953
85,Paris,2033,8.02299785614014
85,Paris,2034,8.15212631225586
85,Paris,2035,8.21949100494385
85,Paris,2036,8.74116230010986
85,Paris,2037,9.05247497558594
85,Paris,2038,9.14625263214111
85,Paris,2039,9.6492395401001
85,Paris,2040,9.94441318511963
85,Paris,2041,10.360110282898
85,Paris,2042,11.0962524414062
85,Paris,2043,11.5813388824463
85,Paris,2044,12.0142383575439
85,Paris,2045,12.2386255264282
85,Paris,2046,12.663275718689
85,Paris,2047,13.2628412246704
85,Paris,2048,13.1602115631104
85,Paris,2049,13.6561765670776
85,Paris,2050,14.1176681518555
85,Paris,2051,14.5487279891968
85,Paris,2052,15.0151386260986
85,Paris,2053,15.276629447937
85,Paris,2054,15.865758895874
85,Paris,2055,16.1890907287598
85,Paris,2056,16.7381210327148
85,Paris,2057,17.329174041748
85,Paris,2058,17.290922164917
85,Paris,2059,17.994701385498
85,Paris,2060,18.2007522583008
85,Paris,2061,18.627592086792
85,Paris,2062,19.4006671905518
85,Paris,2063,20.5773429870605
85,Paris,2064,20.7668151855469
85,Paris,2065,21.322696685791
85,Paris,2066,21.6912021636963
85,Paris,2067,22.0744495391846
85,Paris,2068,23.1426067352295
85,Paris,2069,23.5702362060547
85,Paris,2070,23.8179550170898
85,Paris,2071,23.9444522857666
85,Paris,2072,24.287260055542
85,Paris,2073,24.4158592224121
85,Paris,2074,24.7827835083008
85,Paris,2075,25.774450302124
85,Paris,2076,26.1792755126953
85,Paris,2077,26.7851486206055
85,Paris,2078,27.4706707000732
85,Paris,2079,28.1350555419922
85,Paris,2080,28.7665500640869
85,Paris,2081,29.110933303833
85,Paris,2082,29.1615467071533
85,Paris,2083,29.9811916351318
85,Paris,2084,30.5584659576416
85,Paris,2085,31.2847843170166
85,Rome,1986,2.76575112342834
85,Rome,1987,2.97572994232178
85,Rome,1988,3.0960202217102
85,Rome,1989,3.02362704277039
85,Rome,1990,3.02627730369568
85,Rome,1991,3.12250018119812
85,Rome,1992,3.31677103042603
85,Rome,1993,3.38829517364502
85,Rome,1994,3.79833459854126
85,Rome,1995,3.99050521850586
85,Rome,1996,4.03661823272705
85,Rome,1997,4.11894655227661
85,Rome,1998,4.27776908874512
85,Rome,1999,4.37104940414429
85,Rome,2000,4.66813850402832
85,Rome,2001,5.05208015441895
85,Rome,2002,5.22593879699707
85,Rome,2003,5.40523433685303
85,Rome,2004,5.64223766326904
85,Rome,2005,5.91411542892456
85,Rome,2006,6.05014514923096
85,Rome,2007,6.30701875686646
85,Rome,2008,6.51492643356323
85,Rome,2009,6.67133951187134
85,Rome,2010,6.77583169937134
85,Rome,2011,7.17152214050293
85,Rome,2012,7.29740524291992
85,Rome,2013,7.87865018844604
85,Rome,2014,8.2562837600708
85,Rome,2015,8.5834789276123
85,Rome,2016,8.73659038543701
85,Rome,2017,8.98463821411133
85,Rome,2018,9.63619327545166
85,Rome,2019,10.0404281616211
85,Rome,2020,10.4539260864258
85,Rome,2021,10.9894371032715
85,Rome,2022,11.2445411682129
85,Rome,2023,11.5492830276489
85,Rome,2024,11.4737358093262
85,Rome,2025,11.8409643173218
85,Rome,2026,12.3682985305786
85,Rome,2027,12.9212102890015
85,Rome,2028,13.6599044799805
85,Rome,2029,14.1691999435425
85,Rome,2030,14.8704977035522
85,Rome,2031,15.2099714279175
85,Rome,2032,15.8046388626099
85,Rome,2033,15.9465494155884
85,Rome,2034,16.3196926116943
85,Rome,2035,16.80153465271
85,Rome,2036,17.8072166442871
85,Rome,2037,18.7698287963867
85,Rome,2038,19.4444179534912
85,Rome,2039,20.3617744445801
85,Rome,2040,21.1148509979248
85,Rome,2041,22.139575958252
85,Rome,2042,23.3326148986816
85,Rome,2043,24.1363334655762
85,Rome,2044,24.4815082550049
85,Rome,2045,25.2264366149902
85,Rome,2046,26.1698589324951
85,Rome,2047,26.8249397277832
85,Rome,2048,27.0700073242188
85,Rome,2049,27.9138698577881
85,Rome,2050,28.5345134735107
85,Rome,2051,29.383918762207
85,Rome,2052,30.1694793701172
85,Rome,2053,30.8163585662842
85,Rome,2054,32.2243576049805
85,Rome,2055,33.2414360046387
85,Rome,2056,34.2409629821777
85,Rome,2057,35.1249389648438
85,Rome,2058,35.5643463134766
85,Rome,2059,36.2159194946289
85,Rome,2060,36.7793998718262
85,Rome,2061,37.7397003173828
85,Rome,2062,38.707389831543
85,Rome,2063,40.2649765014648
85,Rome,2064,41.30859375
85,Rome,2065,42.3099060058594
85,Rome,2066,42.8818016052246
85,Rome,2067,43.478832244873
85,Rome,2068,44.3721008300781
85,Rome,2069,45.0840873718262
85,Rome,2070,45.7142105102539
85,Rome,2071,46.1867446899414
85,Rome,2072,46.7973022460938
85,Rome,2073,47.2312469482422
85,Rome,2074,48.1837615966797
85,Rome,2075,49.136531829834
85,Rome,2076,50.0601272583008
85,Rome,2077,51.0809020996094
85,Rome,2078,52.0802917480469
85,Rome,2079,53.1285095214844
85,Rome,2080,54.1543655395508
85,Rome,2081,54.6560401916504
85,Rome,2082,55.5967636108398
85,Rome,2083,56.6414451599121
85,Rome,2084,57.0277481079102
85,Rome,2085,57.7122383117676
85,Valencia,1986,2.73638916015625
85,Valencia,1987,2.86496233940125
85,Valencia,1988,2.92313718795776
85,Valencia,1989,2.60799050331116
85,Valencia,1990,2.69589948654175
85,Valencia,1991,2.72096109390259
85,Valencia,1992,2.94441533088684
85,Valencia,1993,3.13960361480713
85,Valencia,1994,3.1281270980835
85,Valencia,1995,3.15719175338745
85,Valencia,1996,3.1258602142334
85,Valencia,1997,3.26152801513672
85,Valencia,1998,3.41543436050415
85,Valencia,1999,3.49592185020447
85,Valencia,2000,3.69889688491821
85,Valencia,2001,4.03138589859009
85,Valencia,2002,4.11629724502563
85,Valencia,2003,4.26477718353271
85,Valencia,2004,4.42980146408081
85,Valencia,2005,4.74755430221558
85,Valencia,2006,5.01100635528564
85,Valencia,2007,5.48934364318848
85,Valencia,2008,5.82742738723755
85,Valencia,2009,5.93344211578369
85,Valencia,2010,6.24972057342529
85,Valencia,2011,6.44845294952393
85,Valencia,2012,6.57781839370728
85,Valencia,2013,7.04821681976318
85,Valencia,2014,7.43882942199707
85,Valencia,2015,7.54812002182007
85,Valencia,2016,7.56449556350708
85,Valencia,2017,7.7413740158081
85,Valencia,2018,8.15858364105225
85,Valencia,2019,8.39091491699219
85,Valencia,2020,8.68231582641602
85,Valencia,2021,9.19799041748047
85,Valencia,2022,9.54894733428955
85,Valencia,2023,9.93150806427002
85,Valencia,2024,10.4246940612793
85,Valencia,2025,10.718864440918
85,Valencia,2026,11.1564722061157
85,Valencia,2027,11.5873289108276
85,Valencia,2028,12.0556802749634
85,Valencia,2029,12.435061454773
85,Valencia,2030,13.0547132492065
85,Valencia,2031,13.3935432434082
85,Valencia,2032,13.8844728469849
85,Valencia,2033,14.0136547088623
85,Valencia,2034,14.4274854660034
85,Valencia,2035,14.8240251541138
85,Valencia,2036,15.5148544311523
85,Valencia,2037,16.2697143554688
85,Valencia,2038,16.6997623443604
85,Valencia,2039,17.4290466308594
85,Valencia,2040,18.0797939300537
85,Valencia,2041,18.7808227539062
85,Valencia,2042,19.7857208251953
85,Valencia,2043,20.3717384338379
85,Valencia,2044,20.587366104126
85,Valencia,2045,21.3968410491943
85,Valencia,2046,22.2638607025146
85,Valencia,2047,23.0341529846191
85,Valencia,2048,23.7287158966064
85,Valencia,2049,24.6852588653564
85,Valencia,2050,25.3823356628418
85,Valencia,2051,26.2566146850586
85,Valencia,2052,26.9618988037109
85,Valencia,2053,27.5133476257324
85,Valencia,2054,28.0842323303223
85,Valencia,2055,29.3422908782959
85,Valencia,2056,30.2555751800537
85,Valencia,2057,30.7747249603271
85,Valencia,2058,31.3265171051025
85,Valencia,2059,32.3516159057617
85,Valencia,2060,32.8927993774414
85,Valencia,2061,33.708251953125
85,Valencia,2062,34.4818458557129
85,Valencia,2063,36.1223793029785
85,Valencia,2064,36.9210166931152
85,Valencia,2065,37.4597053527832
85,Valencia,2066,38.0914001464844
85,Valencia,2067,38.4457397460938
85,Valencia,2068,39.5147399902344
85,Valencia,2069,40.0330390930176
85,Valencia,2070,40.801139831543
85,Valencia,2071,41.5243301391602
85,Valencia,2072,42.278564453125
85,Valencia,2073,43.0680389404297
85,Valencia,2074,44.2902488708496
85,Valencia,2075,45.3633499145508
85,Valencia,2076,45.9774436950684
85,Valencia,2077,46.8730812072754
85,Valencia,2078,47.8359909057617
85,Valencia,2079,48.889820098877
85,Valencia,2080,49.7102317810059
85,Valencia,2081,50.002513885498
85,Valencia,2082,50.7988624572754
85,Valencia,2083,51.9950981140137
85,Valencia,2084,53.1039848327637
85,Valencia,2085,53.5917091369629
85,Madrid,1986,3.60244941711426
85,Madrid,1987,3.75350689888
85,Madrid,1988,3.9431676864624
85,Madrid,1989,3.70323848724365
85,Madrid,1990,3.81729507446289
85,Madrid,1991,4.07619905471802
85,Madrid,1992,4.28317260742188
85,Madrid,1993,4.5954418182373
85,Madrid,1994,4.6935453414917
85,Madrid,1995,5.02820491790771
85,Madrid,1996,5.13941669464111
85,Madrid,1997,5.3654408454895
85,Madrid,1998,5.53017711639404
85,Madrid,1999,5.65161895751953
85,Madrid,2000,5.98078966140747
85,Madrid,2001,6.40529489517212
85,Madrid,2002,6.56325054168701
85,Madrid,2003,6.8210129737854
85,Madrid,2004,7.05847549438477
85,Madrid,2005,7.32969808578491
85,Madrid,2006,7.555344581604
85,Madrid,2007,7.84193420410156
85,Madrid,2008,8.15818881988525
85,Madrid,2009,8.45808029174805
85,Madrid,2010,8.96902370452881
85,Madrid,2011,9.11909866333008
85,Madrid,2012,9.38587474822998
85,Madrid,2013,9.98239994049072
85,Madrid,2014,10.2121753692627
85,Madrid,2015,10.0844392776489
85,Madrid,2016,10.2206516265869
85,Madrid,2017,10.5727405548096
85,Madrid,2018,10.7314519882202
85,Madrid,2019,11.2682676315308
85,Madrid,2020,11.6993265151978
85,Madrid,2021,12.0233449935913
85,Madrid,2022,12.5627708435059
85,Madrid,2023,12.7865209579468
85,Madrid,2024,13.0033464431763
85,Madrid,2025,13.3630056381226
85,Madrid,2026,14.0280437469482
85,Madrid,2027,14.5085067749023
85,Madrid,2028,14.9428558349609
85,Madrid,2029,15.6552839279175
85,Madrid,2030,16.2199440002441
85,Madrid,2031,16.4705486297607
85,Madrid,2032,17.0921840667725
85,Madrid,2033,17.3576831817627
85,Madrid,2034,17.8379459381104
85,Madrid,2035,17.995792388916
85,Madrid,2036,18.6137084960938
85,Madrid,2037,19.37353515625
85,Madrid,2038,20.1045608520508
85,Madrid,2039,20.6759262084961
85,Madrid,2040,21.3985080718994
85,Madrid,2041,22.2028636932373
85,Madrid,2042,22.8714275360107
85,Madrid,2043,23.5879001617432
85,Madrid,2044,24.3819580078125
85,Madrid,2045,25.4008235931396
85,Madrid,2046,26.2569923400879
85,Madrid,2047,27.0859622955322
85,Madrid,2048,27.6571350097656
85,Madrid,2049,28.3228549957275
85,Madrid,2050,28.7751960754395
85,Madrid,2051,29.9125823974609
85,Madrid,2052,30.75514793396
85,Madrid,2053,31.4828414916992
85,Madrid,2054,32.4396896362305
85,Madrid,2055,33.5106353759766
85,Madrid,2056,34.3446502685547
85,Madrid,2057,35.2994842529297
85,Madrid,2058,36.1409225463867
85,Madrid,2059,36.9623146057129
85,Madrid,2060,37.7312889099121
85,Madrid,2061,39.0121231079102
85,Madrid,2062,39.9155960083008
85,Madrid,2063,41.4378623962402
85,Madrid,2064,42.4364280700684
85,Madrid,2065,43.8902778625488
85,Madrid,2066,44.8339538574219
