"city","year","value"
"Rome","2079",53.1285095214844
"Rome","2080",54.1543655395508
"Rome","2081",54.6560401916504
"Rome","2082",55.5967636108398
"Rome","2083",56.6414451599121
"Rome","2084",57.0277481079102
"Rome","2085",57.7122383117676
"Valencia","1986",2.73638916015625
"Valencia","1987",2.86496233940125
"Valencia","1988",2.92313718795776
"Valencia","1989",2.60799050331116
"Valencia","1990",2.69589948654175
"Valencia","1991",2.72096109390259
"Valencia","1992",2.94441533088684
"Valencia","1993",3.13960361480713
"Valencia","1994",3.1281270980835
"Valencia","1995",3.15719175338745
"Valencia","1996",3.1258602142334
"Valencia","1997",3.26152801513672
"Valencia","1998",3.41543436050415
"Valencia","1999",3.49592185020447
"Valencia","2000",3.69889688491821
"Valencia","2001",4.03138589859009
"Valencia","2002",4.11629724502563
"Valencia","2003",4.26477718353271
"Valencia","2004",4.42980146408081
"Valencia","2005",4.74755430221558
"Valencia","2006",5.01100635528564
"Valencia","2007",5.48934364318848
"Valencia","2008",5.82742738723755
"Valencia","2009",5.93344211578369
"Valencia","2010",6.24972057342529
"Valencia","2011",6.44845294952393
"Valencia","2012",6.57781839370728
"Valencia","2013",7.04821681976318
"Valencia","2014",7.43882942199707
"Valencia","2015",7.54812002182007
"Valencia","2016",7.56449556350708
"Valencia","2017",7.7413740158081
"Valencia","2018",8.15858364105225
"Valencia","2019",8.39091491699219
"Valencia","2020",8.68231582641602
"Valencia","2021",9.19799041748047
"Valencia","2022",9.54894733428955
"Valencia","2023",9.93150806427002
"Valencia","2024",10.4246940612793
"Valencia","2025",10.718864440918
"Valencia","2026",11.1564722061157
"Valencia","2027",11.5873289108276
"Valencia","2028",12.0556802749634
"Valencia","2029",12.435061454773
"Valencia","2030",13.0547132492065
"Valencia","2031",13.3935432434082
"Valencia","2032",13.8844728469849
"Valencia","2033",14.0136547088623
"Valencia","2034",14.4274854660034
"Valencia","2035",14.8240251541138
"Valencia","2036",15.5148544311523
"Valencia","2037",16.2697143554688
"Valencia","2038",16.6997623443604
"Valencia","2039",17.4290466308594
